ttm,logm,put,call,name,iv,w,quote_date,expiry,m,train,w_hat,iv_hat,w_prior,iv_prior
0.0192,0.0247,0.0250850840512569,,Data,0.0849631482030146,0.00013859974180929467,2019-01-01,2019-01-08,1.0250075721228384,True,0.00024202622,0.112274356,0.00023379941,0.11034968289921204
0.0192,0.0488,0.0500541174416255,,Data,0.1423153137029447,0.0003888700514758574,2019-01-01,2019-01-08,1.050010327672887,True,0.0004388977,0.15119277,0.0004093381,0.14601264560966853
0.0192,0.0953,0.100014695443733,,Data,0.244505760592936,0.001147834885692,2019-01-01,2019-01-08,1.0999888022722382,True,0.0011222753,0.24176814,0.00075418304,0.1981927515417892
0.0192,0.1823,0.1999821837081848,,Data,0.4000025583268741,0.0030720392960264,2019-01-01,2019-01-08,1.1999741321260695,True,0.003109941,0.4024625,0.0014020654,0.2702299744662871
0.0192,0.2624,0.3000486443809947,,Data,0.5131678074926713,0.0050561510140192,2019-01-01,2019-01-08,1.30004645702234,True,0.0051288265,0.5168427,0.0019991142,0.3226771295218301
0.0192,0.4055,0.5000524637242233,,Data,0.6645906625162946,0.0084802703751138,2019-01-01,2019-01-08,1.500052338750847,True,0.0082591195,0.6558677,0.0030660536,0.3996126779731758
0.0192,0.5596,0.7499723802818249,,Data,0.8113496082462669,0.0126391331865863,2019-01-01,2019-01-08,1.7499723713311106,True,0.01288186,0.8191033,0.004215147,0.4685497839409248
0.0192,0.6931,0.9999056478474792,,Data,0.9849516160984998,0.0186264899722568,2019-01-01,2019-01-08,1.99990564110608,True,0.018757127,0.98839957,0.0052106744,0.5209503719088125
0.0192,0.9163,1.5000231770466452,,Data,1.2839854685821852,0.0316534787237801,2019-01-01,2019-01-08,2.500023170421985,True,0.031200226,1.2747594,0.006875146,0.5983983039988617
0.0192,1.0986,1.999963140820224,,Data,1.52519299606673,0.0446633025648193,2019-01-01,2019-01-08,2.9999631342221877,True,0.043159492,1.4992965,0.008234634,0.654894793719203
0.0385,-1.204,6.271253694082591e-09,,Data,1.2223826484422209,0.0575274445596858,2019-01-01,2019-01-15,0.2999918414087205,True,0.057855092,1.2258587,0.035688158,0.9627902918578488
0.0385,-0.9163,6.282159717699777e-09,,Data,0.9345739014352352,0.0336269925238892,2019-01-01,2019-01-15,0.3999962927668416,True,0.035884522,0.9654354,0.027218703,0.8408206130863758
0.0385,-0.5108,1.707670703932905e-07,,Data,0.6061168390025349,0.0141440384671133,2019-01-01,2019-01-15,0.6000153744565693,True,0.014098771,0.6051461,0.015281615,0.6300198893475816
0.0385,-0.2231,3.2716016889810124e-05,,Data,0.3875159115238222,0.0057814903948393,2019-01-01,2019-01-15,0.8000348418100656,True,0.005962564,0.39353752,0.006813197,0.4206734529927455
0.0385,-0.1054,0.00017918794671391115,,Data,0.2372003806021499,0.0021661647914754,2019-01-01,2019-01-15,0.8999644647935904,True,0.0021855563,0.23825973,0.0033504681,0.29500024739617076
0.0385,-0.0513,0.0008381882672997581,,Data,0.1684820445811986,0.001092868674831,2019-01-01,2019-01-15,0.9499936296895316,True,0.0010964861,0.16876066,0.0017619962,0.21393020996174805
0.0385,-0.0253,0.0023477163879331,,Data,0.1345076635547193,0.0006965539948655581,2019-01-01,2019-01-15,0.9750173629392817,True,0.00077583507,0.1419562,0.0010038754,0.16147657923101202
0.0385,0.0,0.0071229917753485,,Data,0.090997148019821,0.0003187985164880373,2019-01-01,2019-01-15,1.0,True,0.0003083213,0.089489356,0.00031848665,0.09095262802083788
0.0385,0.0247,0.0253183690740242,,Data,0.0761957374468653,0.00022352293059525817,2019-01-01,2019-01-15,1.0250075721228384,True,0.0003263387,0.09206699,0.00032266154,0.0915468139715837
0.0385,0.0488,0.0501032954860117,,Data,0.11035746554418,0.000468882652751393,2019-01-01,2019-01-15,1.050010327672887,True,0.00055487565,0.120051466,0.00052990695,0.11731929407015296
0.0385,0.0953,0.1000413326218901,,Data,0.1854343944794699,0.0013238577142547,2019-01-01,2019-01-15,1.0999888022722382,True,0.001257611,0.18073522,0.0009476588,0.1568901334072927
0.0385,0.1823,0.199990570568937,,Data,0.2985872288943294,0.0034324418304635,2019-01-01,2019-01-15,1.1999741321260695,True,0.003403478,0.29732478,0.001736825,0.21239665066938734
0.0385,0.2624,0.3000509529007457,,Data,0.3794144027422352,0.0055422786268175,2019-01-01,2019-01-15,1.30004645702234,True,0.00560333,0.38149843,0.002464918,0.2530293322176923
0.0385,0.4055,0.5000525938182673,,Data,0.4851460096534977,0.0090616160512844,2019-01-01,2019-01-15,1.500052338750847,True,0.008891908,0.48058158,0.0037664908,0.3127793647912416
0.0385,0.5596,0.7499723828206559,,Data,0.5782193700711364,0.0128719991371302,2019-01-01,2019-01-15,1.7499723713311106,True,0.013185439,0.585217,0.0051684934,0.36639675363845897
0.0385,0.6931,0.9999056478028102,,Data,0.6953992482748352,0.0186178344082964,2019-01-01,2019-01-15,1.99990564110608,True,0.018955152,0.7016706,0.0063831937,0.4071820696433201
0.0385,0.9163,1.500023176973895,,Data,0.9063938273371386,0.0316296661540423,2019-01-01,2019-01-15,2.500023170421985,True,0.031523097,0.90486556,0.008414175,0.46749332549981937
0.0385,1.0986,1.999963140766858,,Data,1.076779704116506,0.0446389994510933,2019-01-01,2019-01-15,2.9999631342221877,True,0.043802306,1.0666406,0.010073044,0.5115051468513128
0.0577,-1.204,6.453387712791371e-09,,Data,0.9995261381988864,0.0576453293043983,2019-01-01,2019-01-22,0.2999918414087205,True,0.057992276,1.0025295,0.039923802,0.8318174753353249
0.0577,-0.9163,6.498823290096148e-09,,Data,0.7643406830472212,0.033709302422215,2019-01-01,2019-01-22,0.3999962927668416,True,0.03589817,0.78876615,0.030465042,0.7266294331207616
0.0577,-0.5108,2.906230561619976e-07,,Data,0.5079695825847785,0.0148885096871691,2019-01-01,2019-01-22,0.6000153744565693,True,0.0148537485,0.50737625,0.017133752,0.5449270042239216
0.0577,-0.2231,5.379163394607837e-05,,Data,0.3314625250155683,0.0063393492967554,2019-01-01,2019-01-22,0.8000348418100656,True,0.0064666336,0.3347736,0.007676783,0.3647553967279805
0.0577,-0.1054,0.00041967171623774,,Data,0.2190093312454265,0.0027675855298572,2019-01-01,2019-01-22,0.8999644647935904,True,0.0027611274,0.21875365,0.0038108602,0.2569943662303415
0.0577,-0.0513,0.0016836540939678,,Data,0.1625901248456274,0.0015253311598351,2019-01-01,2019-01-22,0.9499936296895316,True,0.0014939802,0.16091055,0.0020391585,0.18799122753082761
0.0577,-0.0253,0.0036371399732616,,Data,0.1299559745433995,0.0009744696419365756,2019-01-01,2019-01-22,0.9750173629392817,True,0.0009813413,0.13041338,0.0011961467,0.1439807125204406
0.0577,0.0,0.008395029523608,,Data,0.087605680744853,0.0004428333807389784,2019-01-01,2019-01-22,1.0,True,0.00042996678,0.0863236,0.00044265503,0.0875880373622703
0.0577,0.0247,0.0256525523291847,,Data,0.0731733031776233,0.0003089449735902365,2019-01-01,2019-01-22,1.0250075721228384,True,0.0004181256,0.08512664,0.00039617147,0.08286167173763304
0.0577,0.0488,0.0501759776450266,,Data,0.0977909419414088,0.0005517890423979679,2019-01-01,2019-01-22,1.050010327672887,True,0.00067422783,0.10809744,0.00061923027,0.10359485376776814
0.0577,0.0953,0.100068568090913,,Data,0.1586166351037467,0.0014516879709553,2019-01-01,2019-01-22,1.0999888022722382,True,0.0013711132,0.15415186,0.0010821893,0.136950525843175
0.0577,0.1823,0.1999991868156574,,Data,0.2526526127506578,0.0036831838755056,2019-01-01,2019-01-22,1.1999741321260695,True,0.0035970563,0.24968112,0.001961911,0.18439611012040805
0.0577,0.2624,0.300053354358599,,Data,0.3190569479240278,0.0058737062882729,2019-01-01,2019-01-22,1.30004645702234,True,0.0058212997,0.3176304,0.0027745361,0.2192841727591743
0.0577,0.4055,0.5000527338163525,,Data,0.4048351644843608,0.0094565401502576,2019-01-01,2019-01-22,1.500052338750847,True,0.009238042,0.40013087,0.0042277444,0.27068641213739014
0.0577,0.5596,0.7499723858849519,,Data,0.476485497855447,0.0131001173917601,2019-01-01,2019-01-22,1.7499723713311106,True,0.013432714,0.4824963,0.0057933205,0.3168661669806686
0.0577,0.6931,0.9999056478279528,,Data,0.5681114758188112,0.0186227124448204,2019-01-01,2019-01-22,1.99990564110608,True,0.019005913,0.57392675,0.0071498174,0.3520137026153721
0.0577,0.9163,1.5000231769276355,,Data,0.7402094025981452,0.0316144046743843,2019-01-01,2019-01-22,2.500023170421985,True,0.031647295,0.7405943,0.0094179455,0.40400820038800866
0.0577,1.0986,1.999963140733087,,Data,0.8794153804548841,0.0446235304366611,2019-01-01,2019-01-22,2.9999631342221877,True,0.044032734,0.87357444,0.0112705445,0.441961605249681
0.0833,-1.204,6.5694495517113665e-09,,Data,0.8324089561450848,0.0577189590335367,2019-01-01,2019-01-31,0.2999918414087205,True,0.058306348,0.8366338,0.044242915,0.7287848984193789
0.0833,-0.9163,6.701226169565795e-09,,Data,0.6368447459433719,0.0337840834952919,2019-01-01,2019-01-31,0.3999962927668416,True,0.035890207,0.6563953,0.033780657,0.6368124473476358
0.0833,-0.5108,5.515829603594167e-07,,Data,0.4367423497886504,0.0158889652122393,2019-01-01,2019-01-31,0.6000153744565693,True,0.01607011,0.43922487,0.019035239,0.4780316631562812
0.0833,-0.2231,0.00010837007255296534,,Data,0.2961794087315745,0.0073072627716435,2019-01-01,2019-01-31,0.8000348418100656,True,0.0073104133,0.29624325,0.008575905,0.3208614065135033
0.0833,-0.1054,0.0009089358103008148,,Data,0.2080471757330513,0.0036055261566305,2019-01-01,2019-01-31,0.8999644647935904,True,0.0036948363,0.21060811,0.004301751,0.2272480342209428
0.0833,-0.0513,0.0028107986007662,,Data,0.1564618760124668,0.0020392105431568,2019-01-01,2019-01-31,0.9499936296895316,True,0.0020359238,0.15633573,0.002345451,0.16779950453233855
0.0833,-0.0253,0.0050519749711527,,Data,0.1247020612578337,0.0012953653200266,2019-01-01,2019-01-31,0.9750173629392817,True,0.0012820571,0.124059826,0.0014180344,0.13047307172332967
0.0833,0.0,0.0097543370734852,,Data,0.0847180617482179,0.0005978565938650267,2019-01-01,2019-01-31,1.0,True,0.0005890603,0.08409252,0.00059784047,0.08471691906225817
0.0833,0.0247,0.0261460008345553,,Data,0.0707737514672223,0.0004172433605987885,2019-01-01,2019-01-31,1.0250075721228384,True,0.0005237286,0.07929223,0.00048817086,0.07655321330839136
0.0833,0.0488,0.0503234872746872,,Data,0.090111283846685,0.0006763996215922704,2019-01-01,2019-01-31,1.050010327672887,True,0.00080932816,0.09856888,0.0007213649,0.09305827746886633
0.0833,0.0953,0.1001080484704391,,Data,0.1384460765622159,0.0015966374324187,2019-01-01,2019-01-31,1.0999888022722382,True,0.0015394472,0.13594395,0.0012277011,0.12140143457651076
0.0833,0.1823,0.2000110715754951,,Data,0.2176200819206514,0.003944963054594,2019-01-01,2019-01-31,1.1999741321260695,True,0.0038823667,0.21588665,0.0021982,0.16244677674421745
0.0833,0.2624,0.3000567085090726,,Data,0.2731373109667486,0.0062145124204907,2019-01-01,2019-01-31,1.30004645702234,True,0.006113122,0.2709,0.0030962382,0.192794519690338
0.0833,0.4055,0.5000529363570094,,Data,0.344061338232071,0.0098609044320214,2019-01-01,2019-01-31,1.500052338750847,True,0.009655252,0.34045467,0.004703004,0.23761024895852814
0.0833,0.5596,0.7499723908309499,,Data,0.4009780129846536,0.0133932544625301,2019-01-01,2019-01-31,1.7499723713311106,True,0.01377712,0.40668365,0.006434379,0.27792705360379455
0.0833,0.6931,0.9999056479735714,,Data,0.473178033937645,0.0186506577350312,2019-01-01,2019-01-31,1.99990564110608,True,0.019074244,0.4785212,0.007934649,0.30863227970642654
0.0833,0.9163,1.5000231769058114,,Data,0.6159852567097459,0.0316071717790981,2019-01-01,2019-01-31,2.500023170421985,True,0.031678505,0.61667997,0.010443277,0.35407551242060165
0.0833,1.0986,1.999963140716899,,Data,0.7318519873142979,0.0446160907002794,2019-01-01,2019-01-31,2.9999631342221877,True,0.04412161,0.7277851,0.01249236,0.38725741143512415
0.1667,-1.204,7.742266864295323e-09,,Data,0.5919172719476254,0.0584060216735475,2019-01-01,2019-03-03,0.2999918414087205,True,0.06177387,0.60874385,0.054602806,0.5723209963698778
0.1667,-0.9163,6.321809871685722e-08,,Data,0.4914644976350293,0.0402642766510231,2019-01-01,2019-03-03,0.3999962927668416,True,0.039184198,0.484828,0.04175815,0.5004985508608929
0.1667,-0.5108,1.2871820818918396e-05,,Data,0.3744949612635038,0.0233790875511592,2019-01-01,2019-03-03,0.6000153744565693,True,0.023568008,0.37600502,0.02365599,0.3767061976129881
0.1667,-0.2231,0.000631892331060658,,Data,0.261310892159028,0.0113828398395698,2019-01-01,2019-03-03,0.8000348418100656,True,0.0116427615,0.26427752,0.010819244,0.2547596606491457
0.1667,-0.1054,0.002893885613966,,Data,0.1890472716903309,0.005957669784624,2019-01-01,2019-03-03,0.8999644647935904,True,0.00605479,0.19058195,0.005580293,0.1829619170080441
0.1667,-0.0513,0.0058778812060209,,Data,0.1424155687397855,0.0033810417763867,2019-01-01,2019-03-03,0.9499936296895316,True,0.003389454,0.14259262,0.00319261,0.13839013793662466
0.1667,-0.0253,0.0084967506793218,,Data,0.1140700053566285,0.0021690947525476,2019-01-01,2019-03-03,0.9750173629392817,True,0.002149178,0.1135451,0.0020728922,0.11151173004419924
0.1667,0.0,0.0132432559522392,,Data,0.0813086685164647,0.0011020702993059,2019-01-01,2019-03-03,1.0,True,0.0011097263,0.0815906,0.0011021615,0.08131203191786844
0.1667,0.0247,0.0278041171901759,,Data,0.0672743216494487,0.0007544565867106943,2019-01-01,2019-03-03,1.0250075721228384,True,0.0008035357,0.06942802,0.000806438,0.06955329142059599
0.1667,0.0488,0.0510463751614,,Data,0.0807574398976228,0.0010871780752729,2019-01-01,2019-03-03,1.050010327672887,True,0.0010772081,0.080386296,0.001026492,0.07847114347765245
0.1667,0.0953,0.1003093136365814,,Data,0.1118152681337114,0.0020841924531085,2019-01-01,2019-03-03,1.0999888022722382,True,0.0021169495,0.11269054,0.0016191172,0.09855333965050164
0.1667,0.1823,0.2000545186941241,,Data,0.1657982812537756,0.0045824279801199,2019-01-01,2019-03-03,1.1999741321260695,True,0.004616669,0.16641657,0.00279805,0.1295567160458893
0.1667,0.2624,0.3000688707301015,,Data,0.2049829815931304,0.0070044043912263,2019-01-01,2019-03-03,1.30004645702234,True,0.0069212154,0.20376208,0.003896718,0.15289091651966125
0.1667,0.4055,0.5000537300910604,,Data,0.2544775261531762,0.0107952938465506,2019-01-01,2019-03-03,1.500052338750847,True,0.010754562,0.25399697,0.005866417,0.18759388284512785
0.1667,0.5596,0.7499724144128022,,Data,0.2924136680663685,0.0142538090704471,2019-01-01,2019-03-03,1.7499723713311106,True,0.0148498425,0.2984648,0.007990644,0.21893898470707593
0.1667,0.6931,0.9999056490959658,,Data,0.33627282859131,0.018850338521975,2019-01-01,2019-03-03,1.99990564110608,True,0.019511154,0.34211624,0.009831874,0.24285684324489193
0.1667,0.9163,1.500023176937922,,Data,0.435509936512025,0.031617806430278,2019-01-01,2019-03-03,2.500023170421985,True,0.031615324,0.43549284,0.0129111195,0.2783006050020839
0.1667,1.0986,1.9999631407346905,,Data,0.5173896601702634,0.0446242664771984,2019-01-01,2019-03-03,2.9999631342221877,True,0.044198327,0.5149145,0.015426525,0.30420493316271946
0.25,-1.204,1.4764402093092845e-07,,Data,0.5441741792754112,0.0740313843475168,2019-01-01,2019-04-02,0.2999918414087205,True,0.07394182,0.5438449,0.06285628,0.5014230920632368
0.25,-0.9163,2.0529316581900858e-06,,Data,0.4759534930747876,0.0566329318925229,2019-01-01,2019-04-02,0.3999962927668416,True,0.054017738,0.46483433,0.048141662,0.4388241653847797
0.25,-0.5108,9.06429926939178e-05,,Data,0.3590971971083894,0.0322376992427753,2019-01-01,2019-04-02,0.6000153744565693,True,0.032001685,0.3577803,0.027405567,0.3310925397360241
0.25,-0.2231,0.0014967372709425,,Data,0.2454799208891685,0.0150650978899381,2019-01-01,2019-04-02,0.8000348418100656,True,0.015166792,0.24630706,0.012706147,0.22544308883184244
0.25,-0.1054,0.0048083547745108,,Data,0.1771432159780318,0.0078449297417599,2019-01-01,2019-04-02,0.8999644647935904,True,0.007852696,0.17723088,0.0067161024,0.163903659040048
0.25,-0.0513,0.008384010477771,,Data,0.134349012472878,0.0045124142881093,2019-01-01,2019-04-02,0.9499936296895316,True,0.004463949,0.13362558,0.003998644,0.1264696672616982
0.25,-0.0253,0.0112847231436806,,Data,0.109204276221865,0.0029813934862853,2019-01-01,2019-04-02,0.9750173629392817,True,0.00291126,0.10791218,0.0027366574,0.10462614190026526
0.25,0.0,0.0162205498083095,,Data,0.0813233796235321,0.0016533730183482,2019-01-01,2019-04-02,1.0,True,0.00165855,0.0814506,0.001653373,0.08132337938364138
0.25,0.0247,0.0295123211122355,,Data,0.0667272617872626,0.0011131318664064,2019-01-01,2019-04-02,1.0250075721228384,True,0.0011684721,0.06836584,0.0011938161,0.06910328718958295
0.25,0.0488,0.0519169674670101,,Data,0.0768156388613852,0.0014751605934206,2019-01-01,2019-04-02,1.050010327672887,True,0.0014158892,0.07525661,0.0013527095,0.07355839816684234
0.25,0.0953,0.1006319364843825,,Data,0.1020563508698802,0.002603874688219,2019-01-01,2019-04-02,1.0999888022722382,True,0.0026090571,0.10215786,0.0019853937,0.0891155137424662
0.25,0.1823,0.2001173998684667,,Data,0.144026497366846,0.0051859079859405,2019-01-01,2019-04-02,1.1999741321260695,True,0.0052193026,0.14448948,0.0033162895,0.11517446787271148
0.25,0.2624,0.3000845088351753,,Data,0.1749220131831166,0.0076494276740086,2019-01-01,2019-04-02,1.30004645702234,True,0.007549294,0.17377335,0.004568982,0.1351884897180836
0.25,0.4055,0.5000547969617943,,Data,0.2146877993301781,0.0115227127953087,2019-01-01,2019-04-02,1.500052338750847,True,0.011329543,0.21288066,0.006820969,0.16517831356348803
0.25,0.5596,0.7499724541358368,,Data,0.2453224447748055,0.0150457754775718,2019-01-01,2019-04-02,1.7499723713311106,True,0.01515334,0.2461978,0.009252337,0.19237813605032147
0.25,0.6931,0.9999056513323484,,Data,0.2770180287130354,0.019184747058014,2019-01-01,2019-04-02,1.99990564110608,True,0.0196107,0.2800764,0.011360611,0.21317233249419767
0.25,0.9163,1.5000231769580636,,Data,0.3556653137254792,0.0316244538468608,2019-01-01,2019-04-02,2.500023170421985,True,0.031396504,0.35438117,0.014887203,0.24402625647599394
0.25,1.0986,1.9999631407352128,,Data,0.4224902671101485,0.0446245064507011,2019-01-01,2019-04-02,2.9999631342221877,True,0.044079863,0.41990408,0.017768383,0.26659619671798057
0.3333,-1.204,1.6664437178308007e-06,,Data,0.5315935088114532,0.0941877998148705,2019-01-01,2019-05-03,0.2999918414087205,True,0.09208856,0.5256361,0.070192024,0.45890863148174504
0.3333,-0.9163,1.343979116103697e-05,,Data,0.4639948760398384,0.0717565719555752,2019-01-01,2019-05-03,0.3999962927668416,True,0.07116625,0.46208236,0.05383865,0.4019105722579537
0.3333,-0.5108,0.000263391630985826,,Data,0.3467446918685425,0.0400732860502921,2019-01-01,2019-05-03,0.6000153744565693,True,0.03969633,0.34510997,0.030795136,0.30396488097270963
0.3333,-0.2231,0.0024758904616383,,Data,0.2339073253346111,0.0182357218605023,2019-01-01,2019-05-03,0.8000348418100656,True,0.018289726,0.23425342,0.014466892,0.2083387061765926
0.3333,-0.1054,0.0065924257055735,,Data,0.1689559068810502,0.0095144146200503,2019-01-01,2019-05-03,0.8999644647935904,True,0.009514006,0.16895229,0.007824772,0.1532209639020556
0.3333,-0.0513,0.0106624362494023,,Data,0.1295504171209648,0.0055938774150527,2019-01-01,2019-05-03,0.9499936296895316,True,0.0055223466,0.12871945,0.004826115,0.12033201118245858
0.3333,-0.0253,0.0138396648683497,,Data,0.106936570649828,0.0038114288664438,2019-01-01,2019-05-03,0.9750173629392817,True,0.0037120266,0.10553291,0.0034456486,0.10167585535748744
0.3333,0.0,0.0189896825301606,,Data,0.0824576565972015,0.0022661950683296,2019-01-01,2019-05-03,1.0,True,0.0022722601,0.08256792,0.002266295,0.08245947502077391
0.3333,0.0247,0.0313151466075953,,Data,0.067563573138704,0.0015214599772091,2019-01-01,2019-05-03,1.0250075721228384,True,0.0016178396,0.069670685,0.0016627247,0.07063053745704453
0.3333,0.0488,0.0528662340462875,,Data,0.0747682972782268,0.0018632464160191,2019-01-01,2019-05-03,1.050010327672887,True,0.0018088267,0.07366833,0.001727151,0.07198590942003014
0.3333,0.0953,0.1010351787472653,,Data,0.0965965718073934,0.0031099881983908,2019-01-01,2019-05-03,1.0999888022722382,True,0.00309552,0.09637162,0.0023630853,0.0842019289553127
0.3333,0.1823,0.2002122763814319,,Data,0.1323973272732163,0.005842433121288,2019-01-01,2019-05-03,1.1999741321260695,True,0.005863101,0.1326313,0.003813351,0.10696353227270408
0.3333,0.2624,0.3001086227118428,,Data,0.1582803289431578,0.008350052421367,2019-01-01,2019-05-03,1.30004645702234,True,0.008314219,0.15794034,0.005197009,0.12487027858449966
0.3333,0.4055,0.5000565079520755,,Data,0.1919763516660693,0.0122837447023514,2019-01-01,2019-05-03,1.500052338750847,True,0.012170794,0.1910917,0.0076934192,0.1519294769144194
0.3333,0.5596,0.7499725316152014,,Data,0.2186563346500606,0.0159352705411103,2019-01-01,2019-05-03,1.7499723713311106,True,0.01574073,0.21731754,0.010392573,0.17658096238260382
0.3333,0.6931,0.9999056565194936,,Data,0.2435264807517217,0.0197664054375453,2019-01-01,2019-05-03,1.99990564110608,True,0.019852612,0.24405694,0.012734224,0.1954648124721212
0.3333,0.9163,1.5000231770109909,,Data,0.3081152454422466,0.0316418369911628,2019-01-01,2019-05-03,2.500023170421985,True,0.031373408,0.30680552,0.016652245,0.2235212101718121
0.3333,1.0986,1.999963140735768,,Data,0.36590664382355,0.0446247610756716,2019-01-01,2019-05-03,2.9999631342221877,True,0.044087645,0.3636979,0.019853704,0.2440636550978797
0.4167,-1.204,7.549589880572661e-06,,Data,0.5202624160735217,0.1127894314238269,2019-01-01,2019-06-02,0.2999918414087205,True,0.110529296,0.51502335,0.07696647,0.42977291253368605
0.4167,-0.9163,4.3038491307198304e-05,,Data,0.4527335500874804,0.0854100269950846,2019-01-01,2019-06-02,0.3999962927668416,True,0.08499682,0.4516371,0.059120707,0.37666742233108647
0.4167,-0.5108,0.0005191996326246372,,Data,0.3359035255766416,0.0470167520787904,2019-01-01,2019-06-02,0.6000153744565693,True,0.04658237,0.33434823,0.0339768,0.2855482424241765
0.4167,-0.2231,0.0034902381651344,,Data,0.2248838708191038,0.0210736671562549,2019-01-01,2019-06-02,0.8000348418100656,True,0.021109786,0.22507651,0.016169008,0.19698353911178665
